Country ISO3,Country Name,Indicator Id,Indicator,Subindicator Type,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
ECU,Ecuador,27959,Overall Global Gender Gap Index,Index,0.6433,0.6881,0.7091,0.722,0.7072,0.7035,0.7206,0.7389,0.7455,0.738,0.726,0.7240000000000001,0.7290000000000001,0.7290000000000001,0.7390000000000001
ECU,Ecuador,27961,Global Gender Gap Political Empowerment subindex,Index,0.1003,0.1446,0.2381,0.2826,0.2665,0.2668,0.3126,0.3604,0.2914,0.297,0.297,0.28300000000000003,0.28300000000000003,0.26,0.318
ECU,Ecuador,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.4994,0.6344,0.6234,0.6302,0.5985,0.5838,0.5997,0.6253,0.7154,0.677,0.631,0.642,0.657,0.68,0.675
ECU,Ecuador,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9939,0.9939,0.9953,0.9955,0.9879,0.9877,0.9942,0.9942,0.9956,0.996,0.996,0.996,0.996,0.997,0.997
ECU,Ecuador,28163,Global Gender Gap Health and Survival Subindex,Index,0.9796,0.9796,0.9796,0.9796,0.9758,0.9758,0.9758,0.9758,0.9796,0.98,0.98,0.977,0.978,0.978,0.9640000000000001
EGY,"Egypt, Arab Rep.",27959,Overall Global Gender Gap Index,Index,0.5785,0.5809,0.5832,0.5862,0.5899,0.5933,0.5975,0.5935,0.6064,0.599,0.614,0.608,0.614,0.629,0.639
EGY,"Egypt, Arab Rep.",27961,Global Gender Gap Political Empowerment subindex,Index,0.0218,0.0218,0.0227,0.0227,0.0311,0.0311,0.0348,0.0348,0.0413,0.048,0.087,0.087,0.087,0.133,0.196
EGY,"Egypt, Arab Rep.",28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.4157,0.42100000000000004,0.4367,0.4498,0.45299999999999996,0.4573,0.4536,0.4426,0.4609,0.441,0.444,0.413,0.42100000000000004,0.43799999999999994,0.42100000000000004
EGY,"Egypt, Arab Rep.",28161,Global Gender Gap Educational Attainment Subindex,Index,0.903,0.9091,0.9018,0.9004,0.8987,0.9081,0.9248,0.9199,0.9467,0.935,0.9520000000000001,0.96,0.975,0.973,0.973
EGY,"Egypt, Arab Rep.",28163,Global Gender Gap Health and Survival Subindex,Index,0.9738,0.9717,0.9717,0.9717,0.9768,0.9768,0.9768,0.9768,0.9765,0.971,0.971,0.971,0.9740000000000001,0.9740000000000001,0.9790000000000001
ESP,Spain,27959,Overall Global Gender Gap Index,Index,0.7319,0.7444,0.7281,0.7345,0.7554,0.758,0.7266,0.7266,0.7325,0.742,0.738,0.746,0.746,0.795,0.7879999999999999
ESP,Spain,27961,Global Gender Gap Political Empowerment subindex,Index,0.4214,0.4214,0.3688,0.3688,0.4258,0.426,0.2841,0.2841,0.3139,0.326,0.316,0.354,0.354,0.527,0.491
ESP,Spain,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.5391,0.5887,0.5770000000000001,0.6017,0.624,0.6328,0.6462,0.6521,0.647,0.674,0.6679999999999999,0.657,0.66,0.6809999999999999,0.6990000000000001
ESP,Spain,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9941,0.9943,0.9938,0.9945,0.9964,0.997,0.9971,0.9971,0.9973,0.998,0.998,0.998,0.998,0.998,0.998
ESP,Spain,28163,Global Gender Gap Health and Survival Subindex,Index,0.973,0.973,0.973,0.973,0.9755,0.9761,0.9791,0.973,0.9719,0.972,0.972,0.973,0.972,0.972,0.98
EST,Estonia,27959,Overall Global Gender Gap Index,Index,0.6944,0.7008,0.7076,0.7094,0.7018,0.6983,0.6977,0.6997,0.7017,0.7490000000000001,0.747,0.731,0.7340000000000001,0.7509999999999999,0.733
EST,Estonia,27961,Global Gender Gap Political Empowerment subindex,Index,0.1167,0.1313,0.1555,0.1555,0.1138,0.0989,0.0989,0.1038,0.1221,0.308,0.308,0.218,0.228,0.294,0.201
EST,Estonia,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.6824,0.6935,0.7004,0.705,0.7193,0.7201,0.7193,0.7228,0.7055,0.711,0.703,0.726,0.7290000000000001,0.736,0.754
EST,Estonia,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9992,0.9992,0.9954,0.9979,0.9967,0.9967,0.9936,0.9931,1.0,0.9990000000000001,0.995,1.0,1.0,1.0,1.0
EST,Estonia,28163,Global Gender Gap Health and Survival Subindex,Index,0.9791,0.9791,0.9791,0.9791,0.9773,0.9773,0.9791,0.9791,0.9791,0.98,0.98,0.9790000000000001,0.9790000000000001,0.9740000000000001,0.978
ETH,Ethiopia,27959,Overall Global Gender Gap Index,Index,0.5945,0.5991,0.5867,0.5948,0.6019,0.6136,0.62,0.6198,0.6144,0.64,0.662,0.6559999999999999,0.6559999999999999,0.705,0.691
ETH,Ethiopia,27961,Global Gender Gap Political Empowerment subindex,Index,0.1023,0.1023,0.1129,0.1129,0.1021,0.139,0.1457,0.1457,0.1563,0.23199999999999998,0.231,0.223,0.223,0.42700000000000005,0.382
ETH,Ethiopia,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.5683,0.5852,0.5654,0.5975,0.6316,0.6373,0.6219,0.6148,0.6177,0.608,0.599,0.604,0.606,0.568,0.56
ETH,Ethiopia,28161,Global Gender Gap Educational Attainment Subindex,Index,0.7392,0.7403,0.7001,0.7001,0.7003,0.7043,0.7386,0.7451,0.7113,0.741,0.84,0.8190000000000001,0.8190000000000001,0.85,0.85
ETH,Ethiopia,28163,Global Gender Gap Health and Survival Subindex,Index,0.9687,0.9686,0.9686,0.9686,0.9737,0.9737,0.9737,0.9737,0.9725,0.978,0.978,0.9790000000000001,0.976,0.976,0.97
FIN,Finland,27959,Overall Global Gender Gap Index,Index,0.7958,0.8044,0.8195,0.8252,0.826,0.8383,0.8451,0.8421,0.8453,0.85,0.845,0.823,0.821,0.8320000000000001,0.861
FIN,Finland,27961,Global Gender Gap Political Empowerment subindex,Index,0.4704,0.5165,0.5577,0.5709,0.5686,0.606,0.6162,0.6162,0.6162,0.607,0.607,0.519,0.519,0.563,0.669
FIN,Finland,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.7341,0.7225,0.7408,0.7504,0.7566,0.7681,0.7847,0.7727,0.7859,0.815,0.794,0.7929999999999999,0.7859999999999999,0.7879999999999999,0.8059999999999999
FIN,Finland,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9992,0.9992,1.0,1.0,0.9993,0.9995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FIN,Finland,28163,Global Gender Gap Health and Survival Subindex,Index,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9789,0.98,0.98,0.978,0.977,0.977,0.98
FRA,France,27959,Overall Global Gender Gap Index,Index,0.652,0.6824,0.7341,0.7331,0.7025,0.7018,0.6984,0.7089,0.7588,0.7609999999999999,0.755,0.778,0.779,0.7809999999999999,0.784
FRA,France,27961,Global Gender Gap Political Empowerment subindex,Index,0.10400000000000001,0.10400000000000001,0.2939,0.2939,0.1695,0.1691,0.1452,0.187,0.35200000000000004,0.365,0.365,0.45299999999999996,0.45799999999999996,0.45899999999999996,0.457
FRA,France,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.5247,0.6459999999999999,0.6631,0.6591,0.6609999999999999,0.6587,0.6687,0.669,0.7036,0.6990000000000001,0.6759999999999999,0.6829999999999999,0.685,0.691,0.71
FRA,France,28161,Global Gender Gap Educational Attainment Subindex,Index,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FRA,France,28163,Global Gender Gap Health and Survival Subindex,Index,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.98,0.98,0.977,0.9740000000000001,0.9740000000000001,0.98
GBR,United Kingdom,27959,Overall Global Gender Gap Index,Index,0.7365,0.7441,0.7366,0.7402,0.746,0.7462,0.7433,0.7440000000000001,0.7383,0.758,0.752,0.77,0.774,0.767,0.775
GBR,United Kingdom,27961,Global Gender Gap Political Empowerment subindex,Index,0.3074,0.3074,0.2801,0.2801,0.2933,0.2927,0.2737,0.2747,0.2698,0.335,0.335,0.40399999999999997,0.42100000000000004,0.396,0.419
GBR,United Kingdom,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.6643,0.6947,0.6918,0.7064,0.721,0.7224,0.7305,0.732,0.7140000000000001,0.7240000000000001,0.7,0.705,0.705,0.7040000000000001,0.716
GBR,United Kingdom,28161,Global Gender Gap Educational Attainment Subindex,Index,1.0,1.0,1.0,1.0,1.0,1.0,0.9993,0.9994,0.9996,1.0,0.9990000000000001,0.9990000000000001,0.9990000000000001,0.9990000000000001,0.9990000000000001
GBR,United Kingdom,28163,Global Gender Gap Health and Survival Subindex,Index,0.9742,0.9745,0.9745,0.9745,0.9698,0.9698,0.9698,0.9698,0.9699,0.9740000000000001,0.9740000000000001,0.971,0.97,0.97,0.98
GEO,Georgia,27959,Overall Global Gender Gap Index,Index,0.67,0.6665,0.6654,0.6679999999999999,0.6598,0.6624,0.6691,0.675,0.6855,0.687,0.6809999999999999,0.679,0.677,0.708,0.732
GEO,Georgia,27961,Global Gender Gap Political Empowerment subindex,Index,0.1042,0.1042,0.0881,0.0726,0.0388,0.039,0.0711,0.0915,0.1111,0.08900000000000001,0.08900000000000001,0.09300000000000001,0.09300000000000001,0.154,0.245
GEO,Georgia,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.6565,0.6304,0.635,0.6753,0.6751,0.6725,0.6766,0.6741,0.6751,0.6920000000000001,0.679,0.669,0.654,0.701,0.705
GEO,Georgia,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9967,0.9982,1.0,0.9855,0.9813,0.99,0.9790000000000001,0.9790000000000001,0.9887,1.0,0.9890000000000001,0.9890000000000001,0.996,1.0,1.0
GEO,Georgia,28163,Global Gender Gap Health and Survival Subindex,Index,0.9227,0.9332,0.9386,0.9386,0.9441,0.948,0.9497,0.9553,0.9670000000000001,0.9670000000000001,0.9670000000000001,0.9670000000000001,0.9670000000000001,0.976,0.972
GHA,Ghana,27959,Overall Global Gender Gap Index,Index,0.6652,0.6725,0.6679,0.6704,0.6782,0.6811,0.6778,0.6811,0.6661,0.7040000000000001,0.705,0.695,0.688,0.6729999999999999,0.6659999999999999
GHA,Ghana,27961,Global Gender Gap Political Empowerment subindex,Index,0.071,0.071,0.0847,0.0733,0.0961,0.0962,0.0839,0.0937,0.1097,0.11199999999999999,0.11199999999999999,0.09699999999999999,0.09699999999999999,0.129,0.135
GHA,Ghana,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.7535,0.7806,0.7445,0.7548,0.7577,0.7581,0.7543,0.7662,0.6772,0.8079999999999999,0.805,0.784,0.753,0.642,0.598
GHA,Ghana,28161,Global Gender Gap Educational Attainment Subindex,Index,0.8682,0.8711,0.8749,0.8859999999999999,0.8915,0.9027,0.9055,0.897,0.9104,0.924,0.9309999999999999,0.9309999999999999,0.935,0.951,0.951
GHA,Ghana,28163,Global Gender Gap Health and Survival Subindex,Index,0.9685,0.9674,0.9674,0.9674,0.9674,0.9674,0.9674,0.9674,0.9669,0.973,0.973,0.968,0.968,0.968,0.973
GRC,Greece,27959,Overall Global Gender Gap Index,Index,0.654,0.6648,0.6727,0.6662,0.6908,0.6916,0.6716,0.6782,0.6784,0.685,0.68,0.6920000000000001,0.696,0.701,0.6890000000000001
GRC,Greece,27961,Global Gender Gap Political Empowerment subindex,Index,0.0609,0.0609,0.0863,0.0863,0.1773,0.1772,0.0858,0.0969,0.0961,0.12,0.10400000000000001,0.136,0.138,0.16399999999999998,0.12300000000000001
GRC,Greece,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.5855,0.6302,0.6314,0.6067,0.6209,0.6242,0.6329,0.647,0.6434,0.644,0.649,0.67,0.684,0.675,0.672
GRC,Greece,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9918,0.9894,0.9944,0.9934,0.9935,0.9938,0.9940000000000001,0.9953,0.9954,0.996,0.987,0.991,0.992,0.993,0.9940000000000001
GRC,Greece,28163,Global Gender Gap Health and Survival Subindex,Index,0.9779,0.9785,0.9785,0.9785,0.9712,0.9712,0.9737,0.9737,0.9785,0.9790000000000001,0.9790000000000001,0.973,0.971,0.971,0.98
GTM,Guatemala,27959,Overall Global Gender Gap Index,Index,0.6066,0.6144,0.6072,0.6209,0.6238,0.6229,0.626,0.6304,0.6821,0.667,0.6659999999999999,0.667,0.6679999999999999,0.6659999999999999,0.655
GTM,Guatemala,27961,Global Gender Gap Political Empowerment subindex,Index,0.1101,0.1101,0.0599,0.0599,0.0423,0.0422,0.0475,0.0475,0.1374,0.109,0.11199999999999999,0.102,0.102,0.092,0.11199999999999999
GTM,Guatemala,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.4425,0.4715,0.4746,0.5061,0.528,0.5236,0.5259,0.5422,0.6622,0.627,0.613,0.626,0.623,0.623,0.56
GTM,Guatemala,28161,Global Gender Gap Educational Attainment Subindex,Index,0.8945,0.8966,0.9148,0.9382,0.9453,0.946,0.9511,0.9522,0.9492,0.953,0.96,0.9620000000000001,0.968,0.9690000000000001,0.9690000000000001
GTM,Guatemala,28163,Global Gender Gap Health and Survival Subindex,Index,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.98,0.98,0.98,0.98,0.98,0.975
HND,Honduras,27959,Overall Global Gender Gap Index,Index,0.6483,0.6661,0.696,0.6893,0.6927,0.6945,0.6763,0.6773,0.6935,0.688,0.69,0.711,0.706,0.722,0.716
HND,Honduras,27961,Global Gender Gap Political Empowerment subindex,Index,0.1359,0.1359,0.1707,0.1727,0.2052,0.2053,0.128,0.128,0.1606,0.16,0.16,0.2,0.17600000000000002,0.19899999999999998,0.179
HND,Honduras,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.4777,0.5488,0.6338,0.6048,0.5904,0.5972,0.6009,0.6061,0.6391,0.617,0.623,0.669,0.6729999999999999,0.713,0.721
HND,Honduras,28161,Global Gender Gap Educational Attainment Subindex,Index,1.0,1.0,1.0,1.0,0.9991,0.9991,0.9999,0.9988,0.9981,1.0,1.0,1.0,1.0,1.0,1.0
HND,Honduras,28163,Global Gender Gap Health and Survival Subindex,Index,0.9796,0.9796,0.9796,0.9796,0.9762,0.9762,0.9762,0.9762,0.976,0.976,0.976,0.9740000000000001,0.977,0.977,0.9690000000000001
HRV,Croatia,27959,Overall Global Gender Gap Index,Index,0.7145,0.721,0.6967,0.6944,0.6939,0.7006,0.7053,0.7069,0.7075,0.708,0.7,0.711,0.7120000000000001,0.72,0.733
HRV,Croatia,27961,Global Gender Gap Political Empowerment subindex,Index,0.2375,0.2375,0.1579,0.1579,0.1417,0.1598,0.1779,0.1779,0.1817,0.193,0.154,0.18,0.191,0.23199999999999998,0.294
HRV,Croatia,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.6507,0.6783,0.6554,0.6458,0.6606,0.6676,0.6691,0.6753,0.6753,0.664,0.672,0.6890000000000001,0.6809999999999999,0.674,0.6659999999999999
HRV,Croatia,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9905,0.9892,0.9944,0.9946,0.9939,0.9954,0.995,0.9951,0.9938,0.9940000000000001,0.995,0.995,0.998,0.995,0.995
HRV,Croatia,28163,Global Gender Gap Health and Survival Subindex,Index,0.9791,0.9791,0.9791,0.9791,0.9796,0.9796,0.9791,0.9791,0.9791,0.9790000000000001,0.9790000000000001,0.98,0.98,0.9790000000000001,0.973
HUN,Hungary,27959,Overall Global Gender Gap Index,Index,0.6698,0.6731,0.6867,0.6879,0.672,0.6642,0.6718,0.6742,0.6759,0.672,0.669,0.67,0.674,0.677,0.688
HUN,Hungary,27961,Global Gender Gap Political Empowerment subindex,Index,0.069,0.069,0.1061,0.1061,0.0309,0.031,0.0574,0.0574,0.0636,0.035,0.035,0.035,0.045,0.065,0.11199999999999999
HUN,Hungary,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.6402,0.653,0.6687,0.6738,0.6894,0.6537,0.6591,0.6677,0.6683,0.685,0.672,0.675,0.68,0.672,0.669
HUN,Hungary,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9908,0.9913,0.9928,0.9924,0.99,0.9926,0.9915,0.9925,0.9924,0.991,0.992,0.992,0.9940000000000001,0.993,0.993
HUN,Hungary,28163,Global Gender Gap Health and Survival Subindex,Index,0.9791,0.9791,0.9791,0.9791,0.9779,0.9796,0.9791,0.9791,0.9791,0.9790000000000001,0.9790000000000001,0.9790000000000001,0.9790000000000001,0.98,0.971
IDN,Indonesia,27959,Overall Global Gender Gap Index,Index,0.6541,0.655,0.6473,0.6579999999999999,0.6615,0.6594,0.6591,0.6613,0.6725,0.6809999999999999,0.682,0.691,0.691,0.7,0.688
IDN,Indonesia,27961,Global Gender Gap Political Empowerment subindex,Index,0.1007,0.1007,0.1014,0.1224,0.1407,0.14,0.1316,0.1334,0.1262,0.168,0.168,0.193,0.193,0.172,0.16399999999999998
IDN,Indonesia,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.5982,0.5986,0.5714,0.5722,0.575,0.5642,0.565,0.5881,0.5984,0.593,0.598,0.61,0.629,0.685,0.647
IDN,Indonesia,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9488,0.9488,0.9445,0.9656,0.9640000000000001,0.9671,0.9734,0.9574,0.9890000000000001,0.986,0.987,0.986,0.9670000000000001,0.97,0.97
IDN,Indonesia,28163,Global Gender Gap Health and Survival Subindex,Index,0.9687,0.9719,0.9719,0.9719,0.9663,0.9663,0.9663,0.9663,0.9762,0.976,0.976,0.976,0.9740000000000001,0.9740000000000001,0.98
IND,India,27959,Overall Global Gender Gap Index,Index,0.601,0.5936,0.606,0.6151,0.6155,0.619,0.6442,0.6551,0.6455,0.664,0.6829999999999999,0.669,0.665,0.6679999999999999,0.625
IND,India,27961,Global Gender Gap Political Empowerment subindex,Index,0.2266,0.2266,0.2484,0.2731,0.2913,0.3119,0.3343,0.3852,0.3855,0.433,0.433,0.40700000000000003,0.382,0.41100000000000003,0.276
IND,India,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.3967,0.3977,0.39899999999999997,0.4125,0.4025,0.396,0.4588,0.4465,0.4096,0.38299999999999995,0.408,0.376,0.385,0.354,0.326
IND,India,28161,Global Gender Gap Educational Attainment Subindex,Index,0.8188,0.8188,0.8452,0.8434,0.8369,0.8369,0.8525,0.8574,0.8503,0.8959999999999999,0.95,0.9520000000000001,0.953,0.9620000000000001,0.9620000000000001
IND,India,28163,Global Gender Gap Health and Survival Subindex,Index,0.9624,0.9315,0.9315,0.9315,0.9312,0.9312,0.9312,0.9312,0.9366,0.9420000000000001,0.9420000000000001,0.9420000000000001,0.94,0.9440000000000001,0.9670000000000001
IRL,Ireland,27959,Overall Global Gender Gap Index,Index,0.7335,0.7457,0.7518,0.7597,0.7773,0.7829999999999999,0.7839,0.7823,0.785,0.807,0.797,0.794,0.7959999999999999,0.7979999999999999,0.8
IRL,Ireland,27961,Global Gender Gap Political Empowerment subindex,Index,0.3233,0.3431,0.3535,0.3742,0.3985,0.4257,0.4115,0.4115,0.414,0.474,0.502,0.493,0.493,0.493,0.504
IRL,Ireland,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.6404,0.667,0.6811,0.6918,0.7409,0.7322,0.7514,0.745,0.7543,0.777,0.7090000000000001,0.71,0.725,0.732,0.733
IRL,Ireland,28161,Global Gender Gap Educational Attainment Subindex,Index,1.0,1.0,1.0,1.0,1.0,1.0,0.9988,0.9988,0.9979,0.998,1.0,1.0,0.996,0.998,0.998
IRL,Ireland,28163,Global Gender Gap Health and Survival Subindex,Index,0.9701,0.9727,0.9727,0.9727,0.97,0.9741,0.9737,0.9737,0.9739,0.9790000000000001,0.9790000000000001,0.971,0.97,0.97,0.973
ISL,Iceland,27959,Overall Global Gender Gap Index,Index,0.7813,0.7836,0.7999,0.8276,0.8496,0.853,0.8640000000000001,0.8731,0.8594,0.8809999999999999,0.8740000000000001,0.878,0.858,0.877,0.892
ISL,Iceland,27961,Global Gender Gap Political Empowerment subindex,Index,0.456,0.456,0.5044,0.5905,0.6748,0.6971,0.7325,0.7544,0.6554,0.7190000000000001,0.7190000000000001,0.75,0.674,0.701,0.76
ISL,Iceland,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.7107,0.7213,0.7323,0.7502,0.754,0.7453,0.754,0.7684,0.8169,0.836,0.8059999999999999,0.7979999999999999,0.7929999999999999,0.8390000000000001,0.846
ISL,Iceland,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9905,0.9874,0.9934,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.995,0.9990000000000001,0.9990000000000001,0.9990000000000001
ISL,Iceland,28163,Global Gender Gap Health and Survival Subindex,Index,0.9679,0.9697,0.9697,0.9697,0.9696,0.9696,0.9696,0.9696,0.9654,0.97,0.97,0.9690000000000001,0.968,0.968,0.975
ISR,Israel,27959,Overall Global Gender Gap Index,Index,0.6889,0.6965,0.69,0.7019,0.6957,0.6926,0.6989,0.7032,0.7005,0.7120000000000001,0.7190000000000001,0.721,0.722,0.718,0.7240000000000001
ISR,Israel,27961,Global Gender Gap Political Empowerment subindex,Index,0.1501,0.1501,0.1351,0.1496,0.1375,0.1412,0.1559,0.1643,0.1965,0.205,0.22399999999999998,0.23199999999999998,0.23199999999999998,0.214,0.22699999999999998
ISR,Israel,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.6409999999999999,0.6707,0.6589,0.693,0.6883,0.6721,0.6824,0.6915,0.6392,0.6709999999999999,0.6779999999999999,0.6809999999999999,0.684,0.688,0.705
ISR,Israel,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9951,0.9951,0.9961,0.995,0.9874,0.9874,0.9874,0.9874,0.9964,0.996,1.0,1.0,1.0,1.0,1.0
ISR,Israel,28163,Global Gender Gap Health and Survival Subindex,Index,0.9694,0.9699,0.9699,0.9699,0.9697,0.9697,0.9697,0.9697,0.9698,0.9740000000000001,0.9740000000000001,0.971,0.971,0.971,0.975
ITA,Italy,27959,Overall Global Gender Gap Index,Index,0.6456,0.6498,0.6788,0.6798,0.6765,0.6796,0.6729,0.6885,0.6973,0.726,0.7190000000000001,0.6920000000000001,0.706,0.7070000000000001,0.721
ITA,Italy,27961,Global Gender Gap Political Empowerment subindex,Index,0.0872,0.0872,0.1604,0.1619,0.1523,0.1525,0.1348,0.1912,0.2479,0.331,0.331,0.23399999999999999,0.267,0.267,0.313
ITA,Italy,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.5265,0.5432,0.5872,0.5898,0.5893,0.5976,0.5913,0.5973,0.5738,0.603,0.574,0.5710000000000001,0.5920000000000001,0.595,0.609
ITA,Italy,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9969,0.9969,0.9957,0.9955,0.9948,0.9945,0.9923,0.9924,0.9939,0.995,0.995,0.995,0.995,0.997,0.997
ITA,Italy,28163,Global Gender Gap Health and Survival Subindex,Index,0.9717,0.9719,0.9719,0.9719,0.9697,0.9738,0.9733,0.9733,0.9737,0.9740000000000001,0.9740000000000001,0.9670000000000001,0.9690000000000001,0.9690000000000001,0.98
JAM,Jamaica,27959,Overall Global Gender Gap Index,Index,0.7014,0.6925,0.698,0.7013,0.7037,0.7028,0.7035,0.7085,0.7128,0.703,0.7240000000000001,0.7170000000000001,0.7240000000000001,0.735,0.741
JAM,Jamaica,27961,Global Gender Gap Political Empowerment subindex,Index,0.0983,0.0983,0.0913,0.0913,0.0967,0.0961,0.1247,0.1345,0.1447,0.155,0.183,0.171,0.171,0.19699999999999998,0.23
JAM,Jamaica,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.7377,0.7009,0.7301,0.7429,0.7535,0.7508,0.7214,0.7317,0.7284,0.6779999999999999,0.733,0.725,0.747,0.767,0.768
JAM,Jamaica,28161,Global Gender Gap Educational Attainment Subindex,Index,1.0,1.0,1.0,1.0,0.9849,0.9849,0.9884,0.9884,0.9984,0.998,1.0,1.0,1.0,1.0,1.0
JAM,Jamaica,28163,Global Gender Gap Health and Survival Subindex,Index,0.9696,0.9707,0.9707,0.9707,0.9796,0.9796,0.9796,0.9796,0.9796,0.98,0.98,0.972,0.976,0.976,0.968
JOR,Jordan,27959,Overall Global Gender Gap Index,Index,0.6109,0.6203,0.6275,0.6182,0.6048,0.6117,0.6103,0.6093,0.5968,0.593,0.603,0.604,0.605,0.623,0.638
JOR,Jordan,27961,Global Gender Gap Political Empowerment subindex,Index,0.0476,0.0476,0.0642,0.0642,0.0394,0.0558,0.0552,0.0607,0.0731,0.073,0.073,0.075,0.075,0.121,0.066
JOR,Jordan,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.4421,0.4832,0.4889,0.4524,0.4225,0.4333,0.4296,0.4145,0.358,0.35,0.381,0.377,0.375,0.408,0.5379999999999999
JOR,Jordan,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9793,0.9793,0.986,0.9852,0.9869,0.9869,0.9859,0.9915,0.9906,0.983,0.993,0.996,0.998,0.991,0.991
JOR,Jordan,28163,Global Gender Gap Health and Survival Subindex,Index,0.9746,0.971,0.971,0.971,0.9706,0.9706,0.9706,0.9706,0.9655,0.966,0.966,0.9690000000000001,0.971,0.971,0.9670000000000001
JPN,Japan,27959,Overall Global Gender Gap Index,Index,0.6447,0.6455,0.6434,0.6445,0.6524,0.6514,0.653,0.6498,0.6584,0.67,0.66,0.657,0.662,0.652,0.6559999999999999
JPN,Japan,27961,Global Gender Gap Political Empowerment subindex,Index,0.0675,0.0675,0.0651,0.0651,0.0722,0.0724,0.0705,0.0603,0.0583,0.10300000000000001,0.10300000000000001,0.078,0.081,0.049,0.061
JPN,Japan,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.5453,0.5489,0.544,0.5488,0.5718,0.5673,0.5756,0.5841,0.6182,0.611,0.569,0.58,0.595,0.598,0.604
JPN,Japan,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9864,0.9864,0.9854,0.9851,0.986,0.9862,0.9869,0.9757,0.9781,0.988,0.99,0.991,0.9940000000000001,0.983,0.983
JPN,Japan,28163,Global Gender Gap Health and Survival Subindex,Index,0.9796,0.9791,0.9791,0.9791,0.9796,0.9796,0.9791,0.9791,0.9791,0.9790000000000001,0.9790000000000001,0.98,0.9790000000000001,0.9790000000000001,0.978
KAZ,Kazakhstan,27959,Overall Global Gender Gap Index,Index,0.6928,0.6983,0.6976,0.7013,0.7055,0.701,0.7213,0.7218,0.721,0.7190000000000001,0.718,0.713,0.7120000000000001,0.71,0.71
KAZ,Kazakhstan,27961,Global Gender Gap Political Empowerment subindex,Index,0.0888,0.0888,0.0731,0.0731,0.0799,0.0801,0.1458,0.1458,0.1662,0.14800000000000002,0.153,0.13,0.13,0.13,0.141
KAZ,Kazakhstan,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.7133,0.7366,0.7413,0.7566,0.7633,0.7491,0.7675,0.7706,0.7414,0.7490000000000001,0.745,0.7440000000000001,0.741,0.742,0.728
KAZ,Kazakhstan,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9902,0.9885,0.9968,0.9962,0.9994,0.9954,0.9923,0.9913,0.9966,1.0,0.995,0.997,1.0,0.995,0.995
KAZ,Kazakhstan,28163,Global Gender Gap Health and Survival Subindex,Index,0.9791,0.9791,0.9791,0.9791,0.9796,0.9796,0.9796,0.9796,0.9796,0.98,0.98,0.9790000000000001,0.9790000000000001,0.975,0.98
